Model_NM	QcParam_NO	Prefix_NM	Column_NO	Search_NM	MachinePrefix_NM	Del_FG	UpdUser_CD	LastUpd_DT	Header_NM	StartUp_FG	EquipPart_ID	XPath	XPath_SearchNO
MD-Syringe8	3133	SM	6	1	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3134	SM	6	2	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3135	SM	6	3	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3136	SM	6	4	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3137	SM	6	5	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3138	SM	6	6	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3139	SM	6	7	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3140	SM	6	8	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3141	SM	6	1	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3142	SM	6	2	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3143	SM	6	3	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3144	SM	6	4	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3145	SM	6	5	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3146	SM	6	6	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3147	SM	6	7	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3148	SM	6	8	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3149	SM	6	1	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3150	SM	6	2	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3151	SM	6	3	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3152	SM	6	4	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3153	SM	6	5	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3154	SM	6	6	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3155	SM	6	7	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3156	SM	6	8	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3157	SM	6	1	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3158	SM	6	2	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3159	SM	6	3	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3160	SM	6	4	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3161	SM	6	5	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3162	SM	6	6	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3163	SM	6	7	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3164	SM	6	8	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3165	SM	6	NULL	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3166	SM	6	NULL	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3167	SM	6	NULL	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3168	SM	6	NULL	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3169	SM	6	NULL	EM40051	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3170	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3171	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3172	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3173	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3174	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3175	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3176	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3177	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3178	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3179	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3180	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3181	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3182	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3183	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3184	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3185	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3186	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3187	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3188	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3189	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3190	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3191	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3192	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3193	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3194	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3195	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3196	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3197	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3198	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3199	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3200	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3201	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3202	AM	4	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3203	AM	6	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3204	AM	8	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3205	AM	10	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3206	AM	12	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3207	AM	24	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3208	AM	27	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3209	AM	30	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3210	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:37.150	NULLL	0		NULL	NULL
MD-Syringe8	3211	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:42.047	NULLL	0		NULL	NULL
MD-Syringe8	3212	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:47.277	NULLL	0		NULL	NULL
MD-Syringe8	3213	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:52.450	NULLL	0		NULL	NULL
MD-Syringe8	3214	AM	0	ìfèoéûä‘	EM40054	0	42940     	2017-06-27 17:47:57.020	NULLL	0		NULL	NULL
MD-Syringe8	3215	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3216	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3217	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3218	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3219	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3220	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3221	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3222	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3223	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3224	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3225	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3226	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3227	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3228	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3229	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3230	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3231	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3232	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3233	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3234	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3235	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3236	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3237	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3238	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3239	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3240	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3241	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3242	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3243	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3244	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3245	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3246	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3247	AM	5	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3248	AM	7	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3249	AM	9	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3250	AM	11	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3251	AM	13	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3252	AM	25	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3253	AM	28	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3254	AM	31	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3255	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:51.360	NULLL	0		NULL	NULL
MD-Syringe8	3256	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:49:56.130	NULLL	0		NULL	NULL
MD-Syringe8	3257	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:50:01.730	NULLL	0		NULL	NULL
MD-Syringe8	3258	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:50:06.250	NULLL	0		NULL	NULL
MD-Syringe8	3259	AM	0	 ﬁ∑≠∞—à≥	EM40054	0	42940     	2017-06-27 17:50:10.740	NULLL	0		NULL	NULL
MD-Syringe8	3260	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3261	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3262	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3263	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3264	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3265	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3266	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3267	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3268	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3269	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3270	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3271	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3272	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3273	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3274	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3275	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3276	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3277	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3278	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3279	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3280	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3281	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3282	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3283	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3284	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3285	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3286	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3287	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3288	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3289	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3290	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3291	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3292	AM	15	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3293	AM	16	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3294	AM	17	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3295	AM	18	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3296	AM	19	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3297	AM	23	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3298	AM	26	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3299	AM	29	NULL	EM40054	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3300	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:21.300	NULLL	0		NULL	NULL
MD-Syringe8	3301	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:25.833	NULLL	0		NULL	NULL
MD-Syringe8	3302	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:31.460	NULLL	0		NULL	NULL
MD-Syringe8	3303	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:36.090	NULLL	0		NULL	NULL
MD-Syringe8	3304	AM	0	ìfèoà≥óÕ	EM40054	0	42940     	2017-06-27 17:52:41.183	NULLL	0		NULL	NULL
MD-Syringe8	3305	EF	4	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3306	EF	5	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3307	EF	6	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3308	EF	7	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3309	EF	8	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3310	EF	11	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3311	EF	12	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3312	EF	13	NULL	EM40055	0	42940     	2016-06-16 19:00:00.000	NULLL	1		NULL	NULL
MD-Syringe8	3313	EM	4	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3314	EM	5	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3315	EM	6	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3316	EM	7	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3317	EM	8	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3318	EM	35	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3319	EM	36	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3320	EM	37	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3321	EM	9	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3322	EM	10	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3323	EM	11	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3324	EM	12	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3325	EM	13	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3326	EM	0	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3327	EM	0	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3328	EM	0	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3329	EM	0	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3330	EM	14	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3331	EM	15	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3332	EM	16	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3333	EM	17	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3334	EM	18	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3335	EM	19	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3336	EM	20	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3337	EM	21	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3338	EM	22	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3339	EM	38	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3340	EM	39	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3341	EM	40	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3342	EM	23	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3343	EM	24	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3344	EM	25	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3345	EM	26	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3346	EM	27	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3347	EM	29	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3348	EM	30	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3349	EM	31	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3350	EM	32	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3351	EM	33	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3352	EM	41	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3353	EM	42	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
MD-Syringe8	3354	EM	43	NULL	EM40056	0	42940     	2016-06-16 19:00:00.000	NULLL	0		NULL	NULL
