Num Row X Y Angle Valid Style MCMType
0 5 7.76 4.61 0.60 1 2 0
0 5 2.79 7.61 0.68 1 3 0
0 4 7.69 2.02 0.70 1 4 0
1 4 8.06 4.67 0.45 1 4 0
0 3 11.68 0.74 0.79 1 5 0
0 3 5.92 2.00 0.48 1 6 0
0 4 7.00 3.55 0.79 1 7 0
1 4 5.72 4.74 0.86 1 7 0
0 5 5.64 5.06 0.59 1 8 0
0 6 6.13 -0.10 0.38 1 0 0
0 7 10.54 -2.66 0.66 1 1 0
1 7 8.96 0.96 0.75 1 1 0
0 8 6.30 0.97 0.50 1 2 0
0 8 -2.22 5.02 0.63 1 3 0
0 7 9.27 -0.29 0.44 1 4 0
1 7 10.43 5.14 0.52 1 4 0
0 6 8.46 4.00 0.57 1 5 0
0 6 3.78 -0.59 1.09 1 6 0
0 7 7.28 -6.06 0.96 1 7 0
1 7 6.31 -0.51 1.03 1 7 0
0 8 -0.34 -2.37 0.95 1 8 0
0 9 -0.65 -2.80 1.11 1 0 0
0 10 -1.11 -1.34 1.43 1 1 0
1 10 -2.90 -0.28 1.07 1 1 0
0 11 0.19 2.39 0.89 1 2 0
0 11 -0.53 1.24 0.92 1 3 0
0 10 6.26 2.45 1.04 1 4 0
1 10 2.59 -2.73 0.57 1 4 0
0 9 7.54 -1.50 0.54 1 5 0
0 9 -2.49 -3.06 0.55 1 6 0
0 10 -3.54 -3.74 0.99 1 7 0
1 10 0.13 -4.86 1.19 1 7 0
0 11 0.55 0.20 1.30 1 8 0
0 0 3.74 2.83 1.06 1 0 0
0 1 3.69 4.45 1.08 1 1 0
1 1 3.48 7.08 0.96 1 1 0
0 2 6.39 6.17 1.00 1 2 0
0 2 5.52 9.29 1.52 1 3 0
0 1 8.79 9.14 1.35 1 4 0
1 1 10.32 9.36 1.52 1 4 0
0 0 8.75 8.16 1.07 1 5 0
0 0 -0.13 2.95 1.01 1 6 0
0 1 3.80 3.10 0.48 1 7 0
1 1 6.39 6.60 0.51 1 7 0
0 2 7.78 5.30 0.79 1 8 0
0 3 5.58 -2.42 0.56 1 0 0
0 4 5.89 1.36 0.78 1 1 0
1 4 3.68 7.65 0.78 1 1 0
0 5 4.43 6.77 0.63 1 2 0
0 5 5.26 3.23 0.89 1 3 0
0 4 11.47 1.71 0.56 1 4 0
1 4 11.37 3.88 0.52 1 4 0
0 3 13.86 -0.36 1.15 1 5 0
0 3 1.32 2.36 0.66 1 6 0
0 4 2.25 4.70 0.75 1 7 0
1 4 2.92 8.93 1.07 1 7 0
0 5 1.95 2.86 1.04 1 8 0
0 6 4.20 -2.51 1.07 1 0 0
0 7 5.11 -6.48 0.94 1 1 0
1 7 2.95 -1.66 0.69 1 1 0
0 8 2.16 -2.65 0.91 1 2 0
0 8 0.45 4.81 0.46 1 3 0
0 7 16.48 -3.56 0.06 1 4 0
1 7 13.75 2.04 -0.05 1 4 0
0 6 13.02 -2.76 0.03 1 5 0
0 6 0.10 -4.49 -0.47 1 6 0
0 7 3.43 -4.85 -0.38 1 7 0
1 7 -0.53 -0.93 -0.26 1 7 0
0 8 -0.01 -3.05 -0.39 1 8 0
0 9 -0.85 -4.57 -0.08 1 0 0
0 10 -1.66 -3.73 -0.22 1 1 0
1 10 -6.96 1.92 0.21 1 1 0
0 11 -5.89 -4.51 -0.26 1 2 0
0 11 0.64 1.64 -0.16 1 3 0
0 10 11.25 1.31 -0.21 1 4 0
1 10 9.49 1.82 -0.07 1 4 0
0 9 8.89 0.03 0.09 1 5 0
0 9 -6.52 -5.93 -0.65 1 6 0
0 10 0.91 0.11 -0.47 1 7 0
1 10 3.43 0.49 -0.21 1 7 0
0 11 5.64 2.32 -0.00 1 8 0
0 0 3.72 3.30 -0.11 1 0 0
0 1 3.57 3.99 -0.02 1 1 0
1 1 3.22 6.54 -0.54 1 1 0
0 2 5.88 8.00 0.04 1 2 0
0 2 3.67 11.94 0.31 1 3 0
0 1 8.88 8.56 0.62 1 4 0
1 1 10.40 11.74 -0.11 1 4 0
0 0 7.18 8.66 0.01 1 5 0
0 0 0.49 0.41 -0.37 1 6 0
0 1 5.05 0.16 0.37 1 7 0
1 1 5.43 1.73 -0.11 1 7 0
0 2 5.60 4.32 0.39 1 8 0
0 3 5.90 -3.39 0.27 1 0 0
0 4 4.20 2.99 0.18 1 1 0
1 4 2.43 5.87 0.28 1 1 0
0 5 3.02 2.49 0.13 1 2 0
0 5 3.60 7.91 0.25 1 3 0
0 4 9.78 2.89 -0.08 1 4 0
1 4 9.34 7.75 0.20 1 4 0
0 3 13.35 2.22 0.02 1 5 0
0 3 3.72 -0.12 -0.05 1 6 0
0 4 7.33 4.74 -0.40 1 7 0
1 4 7.01 3.97 0.46 1 7 0
0 5 8.03 5.19 0.20 1 8 0
0 6 3.47 -4.44 0.12 1 0 0
0 7 5.31 -7.79 -0.02 1 1 0
1 7 3.98 -0.82 0.12 1 1 0
0 8 5.80 -3.98 -0.08 1 2 0
0 8 -3.65 4.05 0.18 1 3 0
0 7 8.62 0.10 0.24 1 4 0
1 7 7.78 2.11 -0.21 1 4 0
0 6 5.37 1.04 0.21 1 5 0
0 6 0.48 -4.30 0.32 1 6 0
0 7 11.75 -4.78 -0.11 1 7 0
1 7 7.30 -2.88 0.08 1 7 0
0 8 3.21 -1.22 -0.03 1 8 0
0 9 3.13 -5.58 -0.08 1 0 0
0 10 -0.88 1.26 0.14 1 1 0
1 10 3.47 2.07 0.16 1 1 0
0 11 2.47 -4.64 -0.09 1 2 0
0 11 -5.00 0.39 -0.02 1 3 0
0 10 0.46 0.02 -0.11 1 4 0
1 10 0.30 -0.14 -0.23 1 4 0
0 9 2.42 -0.88 -0.26 1 5 0
0 9 -5.51 -3.45 -0.17 1 6 0
0 10 -1.47 -3.77 -0.12 1 7 0
1 10 -2.03 0.58 0.16 1 7 0
0 11 -2.28 1.98 -0.18 1 8 0
